"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FUELPRE1","FUELPRE2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","TOWRES","VEHNO","WHEELBAS","VERSION"
"3380",1,NA,0,153,"192H",192,130,0,0,0,1,1,0,0,-14,156,12,NA,156,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,43,1148.574,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,1,266,23
"3381",2,1,0,158,"193B",193,80,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,998,4,NA,NA,NA,NA,0,0,0,1,NA,"T","R",NA,NA,NA,NA,1,NA,1,NA,NA,31,48,998,NA,43,38.35,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","B","D","9","O","9",1,1,258,23
"3382",1,NA,0,152,"194E",194,22,0,1,16,28,46,43,8,7,132,12,NA,132,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,0,NA,43,161.603,NA,NA,NA,NA,NA,NA,NA,NA,"C","","E","E","","N","",1,1,264,23
"3383",1,2,0,149,"195F",195,152,0,0,2,27,19,9,0,-8,256,3,0,998,3,3,NA,NA,NA,0,0,0,1,NA,"R","T",NA,NA,NA,NA,1,NA,1,NA,NA,2,31,90,998,43,429.896,NA,NA,NA,NA,NA,NA,NA,NA,"Z","Y","F","E","D","W","O",1,1,258,23
"3384",1,NA,0,156,"195F",195,182,0,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,182,NA,NA,NA,NA,NA,NA,0,0,1,1,"F","",NA,NA,NA,NA,1,1,1,1,NA,1,NA,340,NA,43,429.896,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,338,23
"3385",1,NA,0,157,"196G",196,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,350,NA,43,567.305,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,2,281,23
"3386",1,NA,0,NA,"197H",197,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,10,NA,43,1186.877,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","9","","9","",0,1,276,23
"3387",1,NA,0,155,"197H",197,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,43,1186.877,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",NA,2,275,23
"3388",2,3,0,148,"198J",198,40,1,27,9,2,0,0,0,-49,140,11,9,140,6,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,340,270,43,118.259,NA,NA,NA,NA,NA,NA,NA,NA,"L","Z","J","A","E","E","W",1,1,262,23
"3389",2,3,0,165,"198J",198,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,9,998,2,2,NA,NA,NA,NA,NA,NA,NA,NA,"L","L",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,310,280,43,118.259,NA,NA,NA,NA,NA,NA,NA,NA,"Z","Y","J","A","A","W","W",NA,2,399,23
"3390",1,NA,0,152,"200E",200,69,0,83,62,48,32,23,12,-31,150,1,NA,150,4,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,30,NA,43,505.515,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,1,260,23
"3391",1,NA,0,153,"200E",200,46,0,63,5,6,4,0,5,-55,156,12,NA,156,4,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,43,505.515,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","W","",1,2,278,23
"3392",1,2,0,149,"201G",201,92,1,0,6,3,4,8,0,0,134,12,1,134,1,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,48,48,0,30,43,1774.6,4,9,6,2,0,0,-79,230,"D","Z","G","E","E","W","S",1,1,241,23
"3393",1,NA,0,145,"202E",202,190,0,0,8,13,17,13,4,71,224,1,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,40,NA,43,141.196,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,1,245,23
"3394",1,NA,0,145,"202E",202,134,0,8,8,12,20,30,39,4,150,12,NA,150,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,43,141.196,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",0,2,272,23
"3395",1,2,0,156,"203F",203,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","9",NA,NA,NA,NA,1,NA,1,NA,NA,76,54,NA,NA,43,375.608,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","F","9","9","9","9",1,1,284,23
"3396",1,NA,0,162,"204F",204,141,0,9,7,11,9,11,10,0,150,12,NA,150,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,350,NA,43,375.608,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,303,23
"3397",1,2,0,147,"204F",204,144,0,1,2,8,20,3,3,48,260,3,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,50,80,NA,43,375.608,NA,NA,NA,NA,NA,NA,NA,NA,"Y","9","F","E","9","W","9",1,2,262,23
"3398",1,NA,0,155,"205G",205,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,NA,NA,43,495.665,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",1,1,263,23
"3399",1,NA,0,162,"206H",206,71,0,0,5,10,10,3,3,184,96,9,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,280,NA,43,1036.995,NA,NA,NA,NA,NA,NA,NA,NA,"F","","H","E","","W","",1,1,303,23
"3400",1,NA,0,147,"206H",206,78,0,0,4,15,21,5,2,31,140,12,NA,140,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,43,1036.995,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",1,2,259,23
"3401",1,NA,0,158,"207H",207,145,0,7,6,1,4,0,3,11,156,6,NA,156,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,43,1036.995,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",0,1,287,23
"3402",1,NA,0,150,"207H",207,98,0,0,3,14,8,3,0,-13,148,12,NA,148,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,43,1036.995,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,2,251,23
"3403",3,2,0,151,"208B",208,125,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,3,NA,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,32,60,998,998,43,38.35,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","B","D","9","O","9",1,1,269,23
"3404",2,1,0,153,"209K",209,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,58,68,NA,NA,43,37.559,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","K","9","9","9","9",1,1,267,23
"3405",1,2,0,168,"210F",210,241,0,0,10,9,9,10,0,22,307,2,1,998,1,1,NA,NA,NA,0,0,0,1,NA,"R","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,3,60,20,43,1161.171,0,0,0,0,0,24,63,160,"Y","Z","F","E","E","W","W",1,1,302,23
"3406",1,NA,0,169,"210F",210,135,0,13,29,33,29,23,20,0,170,12,NA,170,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,43,1161.171,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,353,23
"3407",2,NA,0,166,"210F",210,69,0,1,1,0,0,3,8,48,160,12,NA,160,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,43,1161.171,NA,NA,NA,NA,NA,NA,NA,NA,"R","","F","E","","W","",0,3,302,23
"3408",2,NA,0,155,"212H",212,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,43,3205.816,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",0,1,280,23
"3409",1,NA,0,150,"212H",212,119,0,15,15,9,0,1,0,-10,138,12,NA,138,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,43,3205.816,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,3,263,23
"3410",1,2,0,155,"213K",213,185,0,0,26,46,51,23,4,5,232,2,3,998,4,1,NA,NA,NA,0,0,0,1,NA,"R","R",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,50,90,43,37.559,2,1,1,0,0,0,-219,76,"Y","B","K","H","E","W","W",1,1,265,23
"3411",1,2,0,155,"213K",213,110,0,0,12,24,21,15,9,0,152,11,9,152,1,1,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,330,270,43,37.559,0,2,4,3,1,0,12,86,"D","P","K","E","E","W","W",1,2,280,23
"3412",1,NA,0,172,"214K",214,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,43,127.284,NA,NA,NA,NA,NA,NA,NA,NA,"9","","K","9","","9","",1,1,295,23
"3413",1,2,0,154,"214K",214,117,0,54,61,57,50,38,22,0,154,6,12,154,6,1,NA,NA,NA,0,0,0,1,NA,"B","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,3,180,0,43,127.284,4,3,3,3,4,6,0,154,"D","D","K","E","E","W","W",1,2,266,23
"3414",2,NA,0,142,"214K",214,135,0,16,31,32,33,21,18,0,140,6,NA,140,4,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,43,127.284,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,3,244,23
"3415",5,1,0,170,"215E",215,144,1,4,25,54,50,22,26,0,182,12,12,182,4,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,58,2,0,0,43,187.576,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","E","E","E","W","W",1,1,394,23
"3416",1,4,0,174,"215E",215,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,168,NA,NA,NA,NA,NA,0,0,0,1,NA,"B","R",NA,NA,NA,NA,2,NA,1,NA,NA,1,43,190,NA,43,187.576,NA,NA,NA,NA,NA,NA,NA,NA,"Y","9","E","E","9","W","9",0,2,408,23
"3417",1,NA,0,174,"216F",216,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,43,498.987,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",0,1,401,23
"3418",1,NA,0,147,"216F",216,148,0,6,6,6,5,5,4,0,150,11,NA,150,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,43,498.987,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,253,23
"3419",1,NA,0,158,"217G",217,119,0,24,19,18,14,5,0,37,129,11,NA,129,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,54,NA,330,NA,43,658.481,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,1,277,23
"3420",4,2,0,157,"218K",218,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,11,12,154,6,3,3,NA,1,0,2,4,1,NA,"F","F",5,NA,NA,NA,1,NA,1,NA,NA,42,42,340,0,43,37.559,54,63,66,65,39,6,0,154,"L","D","K","E","E","N","W",1,1,276,23
"3421",1,NA,0,146,"219F",219,128,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,142,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,43,731.948,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,252,23
"3422",1,2,0,149,"219F",219,50,1,33,8,11,7,2,5,-41,152,12,0,152,2,1,NA,NA,NA,0,0,0,1,NA,"F","U",NA,NA,NA,NA,1,NA,1,NA,NA,1,44,0,998,43,731.948,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","F","E","9","W","U",1,2,283,23
"3423",1,NA,0,149,"220G",220,94,0,0,0,0,1,4,3,20,140,6,NA,140,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,43,965.903,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","G","E","","W","",0,1,263,23
"3424",1,1,0,146,"221H",221,129,1,4,9,9,13,11,9,0,144,12,0,144,1,1,NA,NA,NA,0,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,47,47,0,998,43,2020.797,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","H","E","D","W","W",1,1,247,23
"3425",1,NA,0,156,"223B",223,221,0,0,17,18,13,20,0,-14,262,10,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,300,NA,43,38.35,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,1,276,23
"3426",1,NA,0,166,"223B",223,142,0,39,29,28,26,24,27,0,150,81,NA,150,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,40,NA,43,38.35,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,2,284,23
"3427",1,NA,0,156,"224E",224,113,0,0,28,18,5,5,0,-152,179,11,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,330,NA,43,273.824,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","E","E","","W","",1,1,265,23
"3428",1,2,0,167,"224E",224,74,0,16,6,3,3,0,0,-50,174,12,12,174,1,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,58,10,0,43,273.824,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","E","E","E","W","W",1,2,295,23
"3429",1,NA,0,144,"225F",225,62,0,3,14,9,9,0,0,-38,138,12,NA,138,5,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,43,728.423,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",1,1,264,23
"3430",1,2,0,147,"226G",226,75,0,NA,NA,NA,NA,NA,NA,NA,NA,12,0,140,NA,6,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,73,0,998,43,961.252,NA,NA,NA,NA,NA,NA,NA,NA,"9","D","G","9","G","9","W",1,1,262,23
"3431",5,1,0,166,"227H",227,25,1,0,0,0,0,4,9,61,144,12,0,144,6,NA,NA,NA,NA,0,0,0,1,NA,"F","U",NA,NA,NA,NA,1,NA,1,NA,NA,42,60,10,998,43,2011.066,NA,NA,NA,NA,NA,NA,NA,NA,"R","9","H","E","9","E","9",1,1,285,23
"3432",1,NA,0,151,"228K",228,140,0,3,18,45,46,22,3,-47,250,2,NA,998,4,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,60,NA,43,37.559,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","K","E","","W","",1,1,251,23
"3433",1,NA,0,162,"228K",228,43,0,9,11,4,3,1,3,-57,158,11,NA,158,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,330,NA,43,37.559,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","K","E","","W","",1,2,303,23
"3434",2,3,0,154,"229K",229,250,1,9,5,70,26,18,0,-48,361,3,0,998,NA,NA,2,NA,1,0,0,0,2,NA,"R","R",4,NA,1,NA,1,NA,1,NA,NA,42,31,90,998,43,37.559,NA,NA,NA,NA,NA,NA,NA,NA,"P","D","K","A","A","W","O",1,1,291,23
"3435",1,NA,0,152,"230F",230,61,0,1,0,NA,NA,NA,NA,0,150,12,NA,150,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,43,855.199,NA,NA,NA,NA,NA,NA,NA,NA,"C","","F","9","","9","",0,1,283,23
"3436",1,NA,0,156,"230F",230,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,43,855.199,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",NA,2,274,23
"3437",1,NA,0,154,"231G",231,103,0,0,7,15,17,7,2,19,143,12,NA,143,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,0,NA,43,1128.55,NA,NA,NA,NA,NA,NA,NA,NA,"D","","G","E","","W","",1,1,278,23
"3438",1,NA,0,155,"232H",232,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,240,NA,43,2361.075,NA,NA,NA,NA,NA,NA,NA,NA,"F","","H","E","","E","",NA,1,289,23
"3439",3,4,0,150,"233B",233,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,152,NA,NA,2,NA,1,0,1,4,1,NA,"F","F",1,NA,2,NA,1,NA,1,NA,NA,42,42,0,0,43,38.35,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","B","9","9","9","9",1,1,263,23
"3440",2,1,0,154,"234K",234,122,0,89,99,94,89,82,66,0,144,12,NA,144,4,NA,2,NA,1,0,2,4,1,NA,"F","F",4,NA,1,NA,1,NA,1,NA,NA,60,68,0,NA,43,37.559,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","K","E","9","W","9",1,1,281,23
"3441",3,1,0,150,"235F",235,110,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,998,3,1,NA,NA,NA,0,0,0,1,NA,"T","R",NA,NA,NA,NA,1,NA,1,NA,NA,31,1,998,80,43,949.785,0,3,2,8,4,0,-136,190,"D","Z","F","D","E","O","W",1,2,263,23
"3442",1,NA,0,146,"236G",236,60,0,0,16,18,12,19,8,-46,152,11,NA,152,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,340,NA,43,1253.369,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","G","E","","W","",1,1,260,23
"3443",1,2,0,153,"237H",237,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,"F","F",NA,NA,NA,NA,1,NA,NA,NA,NA,2,43,NA,NA,43,2622.212,NA,NA,NA,NA,NA,NA,NA,NA,"9","9","H","9","9","9","9",NA,1,244,23
"3444",1,NA,0,147,"237H",237,114,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,100,NA,43,2622.212,NA,NA,NA,NA,NA,NA,NA,NA,"P","","H","E","","W","",0,2,262,23
"3445",1,2,0,163,"238E",238,91,0,1,3,16,26,21,10,136,123,10,10,998,2,1,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,2,290,300,43,328.177,NA,NA,NA,NA,NA,NA,NA,NA,"F","B","E","E","E","W","E",1,1,300,23
"3446",1,2,0,150,"238E",238,48,0,0,8,11,22,24,18,34,158,12,5,158,1,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,1,10,140,43,328.177,0,9,10,6,1,0,-179,105,"D","B","E","E","E","W","W",1,2,282,23
"3447",1,NA,0,147,"239F",239,114,0,1,8,15,18,20,2,0,114,12,NA,114,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,43,873.014,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,262,23
"3448",1,NA,0,155,"240H",240,42,0,5,18,7,6,0,10,-47,154,11,NA,154,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,330,NA,43,2410.26,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","E","","W","",1,1,272,23
"3449",1,NA,0,157,"240H",240,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,43,2410.26,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",NA,2,272,23
"3450",1,NA,0,150,"241K",241,145,0,25,30,35,30,18,9,0,152,1,NA,152,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,20,NA,43,37.559,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,1,310,23
"3451",1,2,0,148,"241K",241,157,0,0,20,15,27,14,5,42,176,10,6,998,3,1,NA,NA,NA,0,0,0,1,NA,"L","B",NA,NA,NA,NA,1,NA,1,NA,NA,1,45,290,180,43,37.559,NA,NA,NA,NA,NA,NA,NA,NA,"Y","C","K","E","L","W","U",1,2,240,23
"3452",5,6,0,155,"242F",242,196,1,3,16,28,21,3,0,-97,288,9,12,998,2,2,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,3,4,260,350,43,483.821,0,2,14,17,17,22,148,135,"Z","Y","F","E","E","W","W",1,1,294,23
"3453",4,NA,0,170,"242F",242,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,43,483.821,NA,NA,NA,NA,NA,NA,NA,NA,"9","","F","9","","9","",0,2,367,23
"3454",5,7,0,153,"242F",242,113,0,9,13,30,37,36,5,0,158,12,2,158,2,2,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,4,350,60,43,483.821,0,3,13,22,18,3,-49,260,"D","Z","F","E","E","W","W",1,3,265,23
"3455",7,6,0,162,"242F",242,200,0,0,2,0,4,10,2,112,200,9,12,998,1,1,NA,NA,NA,0,0,0,1,NA,"L","F",NA,NA,NA,NA,1,NA,1,NA,NA,3,1,260,0,43,483.821,4,1,0,0,0,0,-54,148,"F","L","F","E","E","W","E",1,4,288,23
"3456",3,1,0,154,"244H",244,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,153,5,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,3,2,350,0,43,1335.757,NA,NA,NA,NA,NA,NA,NA,NA,"L","R","H","E","E","E","E",1,1,278,23
"3457",1,NA,0,150,"244H",244,12,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,160,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,43,1335.757,NA,NA,NA,NA,NA,NA,NA,NA,"L","","H","E","","E","",0,2,272,23
"3458",3,NA,0,173,"244H",244,250,0,0,2,6,3,1,2,9,381,11,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,340,NA,43,1335.757,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,3,365,23
"3459",1,NA,0,154,"245G",245,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,43,730.136,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,1,273,23
"3460",1,NA,0,166,"246H",246,32,0,0,2,0,0,0,8,66,163,1,NA,163,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,20,NA,43,1527.54,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","E","","E","",1,1,303,23
"3461",3,1,0,132,"247J",247,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,3,6,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,52,998,0,43,34.896,NA,NA,NA,NA,NA,NA,NA,NA,"D","Y","J","D","E","O","S",1,1,187,23
